starting_word,file,solutions_found,minimum_guesses,maximum_guesses,expected_guesses,total_guesses,first_guess_solves,solved_in_1,solved_in_2,solved_in_3,solved_in_4,solved_in_5,solved_in_6,solved_in_7_plus
addle,addle.txt,2309,2,6,3.645734,8418,0,0,51,884,1215,150,9,0
algas,algas.txt,2309,2,6,3.645734,8418,0,0,52,889,1201,159,8,0
ataps,ataps.txt,2309,2,6,3.645734,8418,0,0,43,879,1246,135,6,0
birze,birze.txt,2309,2,6,3.645734,8418,0,0,54,856,1255,142,2,0
brize,brize.txt,2309,2,6,3.645734,8418,0,0,51,873,1232,149,4,0
coypu,coypu.txt,2309,2,6,3.645734,8418,0,0,42,886,1234,142,5,0
douks,douks.txt,2309,2,6,3.645734,8418,0,0,33,899,1233,141,3,0
farer,farer.txt,2309,2,6,3.645734,8418,0,0,63,854,1232,158,2,0
feers,feers.txt,2309,2,6,3.645734,8418,0,0,54,875,1220,155,5,0
fudge,fudge.txt,2309,1,6,3.645734,8418,1,1,57,869,1218,160,4,0
henge,henge.txt,2309,2,6,3.645734,8418,0,0,46,912,1173,170,8,0
humic,humic.txt,2309,2,6,3.645734,8418,0,0,48,891,1206,159,5,0
joled,joled.txt,2309,2,6,3.645734,8418,0,0,41,890,1230,142,6,0
kusti,kusti.txt,2309,2,6,3.645734,8418,0,0,45,893,1213,151,7,0
linns,linns.txt,2309,2,6,3.645734,8418,0,0,39,908,1199,158,5,0
locky,locky.txt,2309,2,6,3.645734,8418,0,0,49,868,1247,142,3,0
locos,locos.txt,2309,2,6,3.645734,8418,0,0,52,883,1210,159,5,0
pubic,pubic.txt,2309,1,6,3.645734,8418,1,1,48,872,1240,143,5,0
rural,rural.txt,2309,1,6,3.645734,8418,1,1,48,891,1205,156,8,0
stoop,stoop.txt,2309,1,6,3.645734,8418,1,1,49,871,1237,148,3,0
thebe,thebe.txt,2309,2,6,3.645734,8418,0,0,55,890,1185,176,3,0
truss,truss.txt,2309,1,6,3.645734,8418,1,1,43,900,1200,159,6,0
wanks,wanks.txt,2309,2,6,3.645734,8418,0,0,36,894,1233,144,2,0
waspy,waspy.txt,2309,2,6,3.645734,8418,0,0,52,869,1236,149,3,0
aglow,aglow.txt,2309,1,6,3.646167,8419,1,1,45,891,1210,157,5,0
almas,almas.txt,2309,2,6,3.646167,8419,0,0,52,878,1220,153,6,0
backs,backs.txt,2309,2,6,3.646167,8419,0,0,44,873,1250,140,2,0
beige,beige.txt,2309,2,6,3.646167,8419,0,0,56,870,1224,153,6,0
chill,chill.txt,2309,1,6,3.646167,8419,1,1,37,922,1173,170,6,0
chows,chows.txt,2309,2,6,3.646167,8419,0,0,54,882,1205,163,5,0
dhobi,dhobi.txt,2309,2,6,3.646167,8419,0,0,44,904,1191,165,5,0
dozen,dozen.txt,2309,1,6,3.646167,8419,1,1,47,869,1245,145,2,0
fanal,fanal.txt,2309,2,6,3.646167,8419,0,0,57,863,1235,148,6,0
haugo,haugo.txt,2309,2,6,3.646167,8419,0,0,46,894,1206,157,6,0
miaow,miaow.txt,2309,2,6,3.646167,8419,0,0,50,884,1214,155,6,0
potts,potts.txt,2309,2,6,3.646167,8419,0,0,52,879,1214,162,2,0
rasam,rasam.txt,2309,2,6,3.646167,8419,0,0,64,864,1212,163,6,0
ronin,ronin.txt,2309,2,6,3.646167,8419,0,0,43,904,1197,157,8,0
rorty,rorty.txt,2309,2,6,3.646167,8419,0,0,52,878,1222,149,8,0
scroo,scroo.txt,2309,2,6,3.646167,8419,0,0,49,885,1213,158,4,0
shoon,shoon.txt,2309,2,6,3.646167,8419,0,0,55,902,1163,183,6,0
sirih,sirih.txt,2309,2,6,3.646167,8419,0,0,34,936,1157,177,5,0
subak,subak.txt,2309,2,6,3.646167,8419,0,0,55,883,1202,162,7,0
sylva,sylva.txt,2309,2,6,3.646167,8419,0,0,53,856,1259,137,4,0
tymps,tymps.txt,2309,2,6,3.646167,8419,0,0,43,865,1271,126,4,0
vobla,vobla.txt,2309,2,6,3.646167,8419,0,0,54,881,1209,158,7,0
works,works.txt,2309,2,6,3.646167,8419,0,0,51,868,1240,147,3,0
abius,abius.txt,2309,2,6,3.6466,8420,0,0,58,876,1206,162,7,0
aking,aking.txt,2309,2,6,3.6466,8420,0,0,43,914,1176,168,8,0
cahow,cahow.txt,2309,2,6,3.6466,8420,0,0,47,883,1222,153,4,0
dated,dated.txt,2309,2,6,3.6466,8420,0,0,52,861,1250,143,3,0
drama,drama.txt,2309,1,6,3.6466,8420,1,1,51,878,1214,163,2,0
egest,egest.txt,2309,2,6,3.6466,8420,0,0,58,871,1213,163,4,0
fatal,fatal.txt,2309,1,6,3.6466,8420,1,1,58,845,1262,138,5,0
feels,feels.txt,2309,2,6,3.6466,8420,0,0,49,878,1225,154,3,0
gools,gools.txt,2309,2,6,3.6466,8420,0,0,48,894,1200,160,7,0
hanky,hanky.txt,2309,2,6,3.6466,8420,0,0,48,880,1226,150,5,0
imbue,imbue.txt,2309,1,6,3.6466,8420,1,1,48,880,1221,155,4,0
ixtle,ixtle.txt,2309,2,6,3.6466,8420,0,0,51,855,1264,137,2,0
lises,lises.txt,2309,2,6,3.6466,8420,0,0,47,897,1197,161,7,0
mapou,mapou.txt,2309,2,6,3.6466,8420,0,0,38,909,1196,163,3,0
maras,maras.txt,2309,2,6,3.6466,8420,0,0,58,890,1178,176,7,0
neeps,neeps.txt,2309,2,6,3.6466,8420,0,0,45,897,1202,159,6,0
omega,omega.txt,2309,1,6,3.6466,8420,1,1,61,866,1213,161,7,0
owari,owari.txt,2309,2,6,3.6466,8420,0,0,48,896,1198,158,9,0
polio,polio.txt,2309,2,6,3.6466,8420,0,0,51,886,1203,166,3,0
punks,punks.txt,2309,2,6,3.6466,8420,0,0,49,880,1222,154,4,0
sards,sards.txt,2309,2,6,3.6466,8420,0,0,39,894,1224,148,4,0
silly,silly.txt,2309,1,6,3.6466,8420,1,1,50,881,1214,158,5,0
skeer,skeer.txt,2309,2,6,3.6466,8420,0,0,45,910,1172,180,2,0
slams,slams.txt,2309,2,6,3.6466,8420,0,0,51,881,1218,151,8,0
slips,slips.txt,2309,2,6,3.6466,8420,0,0,47,896,1196,166,4,0
swack,swack.txt,2309,2,6,3.6466,8420,0,0,47,887,1216,153,6,0
ulvas,ulvas.txt,2309,2,6,3.6466,8420,0,0,40,886,1236,144,3,0
yawed,yawed.txt,2309,2,6,3.6466,8420,0,0,42,876,1250,138,3,0
zoned,zoned.txt,2309,2,6,3.6466,8420,0,0,41,881,1242,143,2,0
balls,balls.txt,2309,2,6,3.647033,8421,0,0,49,892,1198,165,5,0
canon,canon.txt,2309,1,6,3.647033,8421,1,1,48,903,1175,177,5,0
chana,chana.txt,2309,2,6,3.647033,8421,0,0,47,905,1177,176,4,0
daman,daman.txt,2309,2,6,3.647033,8421,0,0,56,877,1211,156,9,0
dikey,dikey.txt,2309,2,6,3.647033,8421,0,0,42,894,1213,157,3,0
glebe,glebe.txt,2309,2,6,3.647033,8421,0,0,53,876,1219,155,6,0
gulfs,gulfs.txt,2309,2,6,3.647033,8421,0,0,48,872,1237,151,1,0
ileal,ileal.txt,2309,2,6,3.647033,8421,0,0,46,900,1190,169,4,0
jodel,jodel.txt,2309,2,6,3.647033,8421,0,0,46,883,1227,146,7,0
karat,karat.txt,2309,2,6,3.647033,8421,0,0,47,885,1216,158,3,0
mauve,mauve.txt,2309,1,6,3.647033,8421,1,1,47,903,1178,175,5,0
mochi,mochi.txt,2309,2,6,3.647033,8421,0,0,47,902,1186,167,7,0
ochry,ochry.txt,2309,2,6,3.647033,8421,0,0,44,899,1202,156,8,0
othyl,othyl.txt,2309,2,6,3.647033,8421,0,0,44,869,1257,136,3,0
pells,pells.txt,2309,2,6,3.647033,8421,0,0,48,880,1224,153,4,0
revel,revel.txt,2309,1,6,3.647033,8421,1,1,56,890,1178,178,6,0
roric,roric.txt,2309,2,6,3.647033,8421,0,0,46,884,1225,147,7,0
sanga,sanga.txt,2309,2,6,3.647033,8421,0,0,60,866,1218,159,6,0
teiid,teiid.txt,2309,2,6,3.647033,8421,0,0,51,895,1186,172,5,0
twerk,twerk.txt,2309,2,6,3.647033,8421,0,0,59,885,1183,176,6,0
upsee,upsee.txt,2309,2,6,3.647033,8421,0,0,52,882,1210,159,6,0
adats,adats.txt,2309,2,6,3.647466,8422,0,0,47,871,1244,143,4,0
assot,assot.txt,2309,2,6,3.647466,8422,0,0,46,904,1186,164,9,0
basan,basan.txt,2309,2,6,3.647466,8422,0,0,51,872,1231,150,5,0
cases,cases.txt,2309,2,6,3.647466,8422,0,0,43,880,1239,142,5,0
causa,causa.txt,2309,2,6,3.647466,8422,0,0,39,909,1191,167,3,0
circs,circs.txt,2309,2,6,3.647466,8422,0,0,45,906,1184,166,8,0
cleve,cleve.txt,2309,2,5,3.647466,8422,0,0,53,865,1234,157,0,0
cooly,cooly.txt,2309,2,6,3.647466,8422,0,0,47,889,1209,159,5,0
currs,currs.txt,2309,2,6,3.647466,8422,0,0,51,888,1199,166,5,0
czars,czars.txt,2309,2,6,3.647466,8422,0,0,38,889,1234,145,3,0
filks,filks.txt,2309,2,6,3.647466,8422,0,0,55,859,1244,147,4,0
hypos,hypos.txt,2309,2,6,3.647466,8422,0,0,51,882,1214,154,8,0
lazed,lazed.txt,2309,2,6,3.647466,8422,0,0,41,876,1251,138,3,0
moots,moots.txt,2309,2,6,3.647466,8422,0,0,56,865,1228,157,3,0
nexal,nexal.txt,2309,2,6,3.647466,8422,0,0,55,866,1228,158,2,0
pokey,pokey.txt,2309,2,6,3.647466,8422,0,0,45,879,1235,145,5,0
pushy,pushy.txt,2309,1,6,3.647466,8422,1,1,55,882,1194,173,4,0
snoop,snoop.txt,2309,1,6,3.647466,8422,1,1,43,896,1204,159,6,0
sutta,sutta.txt,2309,2,6,3.647466,8422,0,0,58,886,1186,170,9,0
tided,tided.txt,2309,2,6,3.647466,8422,0,0,59,870,1209,168,3,0
tithe,tithe.txt,2309,1,6,3.647466,8422,1,1,51,888,1193,173,3,0
torii,torii.txt,2309,2,6,3.647466,8422,0,0,36,910,1202,154,7,0
arsis,arsis.txt,2309,2,6,3.6479,8423,0,0,43,902,1195,163,6,0
bedes,bedes.txt,2309,2,6,3.6479,8423,0,0,50,880,1218,155,6,0
hulks,hulks.txt,2309,2,6,3.6479,8423,0,0,47,886,1213,159,4,0
inane,inane.txt,2309,1,6,3.6479,8423,1,1,55,887,1186,173,7,0
joles,joles.txt,2309,2,6,3.6479,8423,0,0,39,889,1229,150,2,0
knoud,knoud.txt,2309,2,6,3.6479,8423,0,0,44,893,1211,154,7,0
lists,lists.txt,2309,2,6,3.6479,8423,0,0,48,874,1236,145,6,0
marvy,marvy.txt,2309,2,6,3.6479,8423,0,0,56,859,1241,148,5,0
nazir,nazir.txt,2309,2,6,3.6479,8423,0,0,46,873,1242,144,4,0
ollas,ollas.txt,2309,2,6,3.6479,8423,0,0,45,902,1193,159,10,0
ponto,ponto.txt,2309,2,6,3.6479,8423,0,0,58,853,1245,150,3,0
recur,recur.txt,2309,1,6,3.6479,8423,1,1,55,874,1209,166,4,0
repro,repro.txt,2309,2,6,3.6479,8423,0,0,52,884,1204,163,6,0
scars,scars.txt,2309,2,6,3.6479,8423,0,0,41,887,1228,150,3,0
sized,sized.txt,2309,2,6,3.6479,8423,0,0,38,898,1219,147,7,0
skelf,skelf.txt,2309,2,6,3.6479,8423,0,0,49,887,1206,162,5,0
sluts,sluts.txt,2309,2,6,3.6479,8423,0,0,46,890,1209,159,5,0
tinto,tinto.txt,2309,2,6,3.6479,8423,0,0,57,881,1195,170,6,0
vibes,vibes.txt,2309,2,6,3.6479,8423,0,0,45,883,1223,156,2,0
weigh,weigh.txt,2309,1,6,3.6479,8423,1,1,52,884,1199,168,5,0
yarta,yarta.txt,2309,2,6,3.6479,8423,0,0,46,874,1241,143,5,0
yolks,yolks.txt,2309,2,6,3.6479,8423,0,0,38,884,1242,143,2,0
zones,zones.txt,2309,2,6,3.6479,8423,0,0,38,891,1231,144,5,0
auras,auras.txt,2309,2,6,3.648333,8424,0,0,54,867,1231,151,6,0
cheep,cheep.txt,2309,2,6,3.648333,8424,0,0,54,893,1178,179,5,0
comby,comby.txt,2309,2,6,3.648333,8424,0,0,47,874,1236,148,4,0
crocs,crocs.txt,2309,2,6,3.648333,8424,0,0,43,885,1224,155,2,0
dedal,dedal.txt,2309,2,6,3.648333,8424,0,0,55,873,1211,169,1,0
guimp,guimp.txt,2309,2,6,3.648333,8424,0,0,53,871,1225,155,5,0
kings,kings.txt,2309,2,6,3.648333,8424,0,0,39,891,1226,149,4,0
laxes,laxes.txt,2309,2,6,3.648333,8424,0,0,41,898,1208,156,6,0
lests,lests.txt,2309,2,6,3.648333,8424,0,0,48,882,1220,152,7,0
loony,loony.txt,2309,2,6,3.648333,8424,0,0,49,885,1209,161,5,0
menge,menge.txt,2309,2,6,3.648333,8424,0,0,54,877,1211,161,6,0
oflag,oflag.txt,2309,2,6,3.648333,8424,0,0,42,890,1219,154,4,0
polje,polje.txt,2309,2,6,3.648333,8424,0,0,40,894,1219,150,6,0
rocky,rocky.txt,2309,1,6,3.648333,8424,1,1,42,876,1243,143,4,0
schif,schif.txt,2309,2,6,3.648333,8424,0,0,46,879,1229,151,4,0
septs,septs.txt,2309,2,6,3.648333,8424,0,0,45,880,1232,146,6,0
sices,sices.txt,2309,2,6,3.648333,8424,0,0,43,888,1220,154,4,0
sides,sides.txt,2309,2,6,3.648333,8424,0,0,44,891,1216,149,9,0
slops,slops.txt,2309,2,6,3.648333,8424,0,0,44,886,1223,150,6,0
todde,todde.txt,2309,2,5,3.648333,8424,0,0,45,878,1230,156,0,0
unagi,unagi.txt,2309,2,6,3.648333,8424,0,0,49,885,1211,157,7,0
wefts,wefts.txt,2309,2,6,3.648333,8424,0,0,48,867,1249,139,6,0
wifes,wifes.txt,2309,2,6,3.648333,8424,0,0,52,872,1223,160,2,0
yatra,yatra.txt,2309,2,6,3.648333,8424,0,0,43,879,1237,147,3,0
aviso,aviso.txt,2309,2,6,3.648766,8425,0,0,60,886,1173,185,5,0
aware,aware.txt,2309,1,6,3.648766,8425,1,1,50,886,1202,162,8,0
axled,axled.txt,2309,2,6,3.648766,8425,0,0,53,859,1246,148,3,0
bools,bools.txt,2309,2,6,3.648766,8425,0,0,55,864,1231,155,4,0
debug,debug.txt,2309,1,6,3.648766,8425,1,1,54,860,1240,148,6,0
flitt,flitt.txt,2309,2,6,3.648766,8425,0,0,58,853,1243,152,3,0
fnarr,fnarr.txt,2309,2,6,3.648766,8425,0,0,44,865,1259,140,1,0
imagy,imagy.txt,2309,2,6,3.648766,8425,0,0,55,856,1248,145,5,0
jaspe,jaspe.txt,2309,2,6,3.648766,8425,0,0,45,877,1235,148,4,0
kitab,kitab.txt,2309,2,6,3.648766,8425,0,0,41,885,1229,152,2,0
laxed,laxed.txt,2309,2,6,3.648766,8425,0,0,41,871,1257,138,2,0
lilac,lilac.txt,2309,1,6,3.648766,8425,1,1,42,888,1219,154,5,0
lorry,lorry.txt,2309,1,6,3.648766,8425,1,1,52,867,1234,147,8,0
maria,maria.txt,2309,2,6,3.648766,8425,0,0,62,876,1188,177,6,0
newel,newel.txt,2309,2,6,3.648766,8425,0,0,45,901,1189,168,6,0
odeum,odeum.txt,2309,2,6,3.648766,8425,0,0,60,860,1225,159,5,0
pipet,pipet.txt,2309,2,6,3.648766,8425,0,0,62,866,1207,169,5,0
spiky,spiky.txt,2309,1,6,3.648766,8425,1,1,52,870,1225,156,5,0
wreck,wreck.txt,2309,1,6,3.648766,8425,1,1,44,911,1171,173,9,0
yirks,yirks.txt,2309,2,6,3.648766,8425,0,0,40,881,1242,142,4,0
abohm,abohm.txt,2309,2,6,3.649199,8426,0,0,47,880,1224,152,6,0
agals,agals.txt,2309,2,6,3.649199,8426,0,0,50,880,1215,158,6,0
bodhi,bodhi.txt,2309,2,6,3.649199,8426,0,0,44,899,1194,167,5,0
cleek,cleek.txt,2309,2,6,3.649199,8426,0,0,51,879,1212,163,4,0
cozie,cozie.txt,2309,2,6,3.649199,8426,0,0,39,903,1200,163,4,0
divey,divey.txt,2309,2,6,3.649199,8426,0,0,57,848,1254,148,2,0
dross,dross.txt,2309,1,6,3.649199,8426,1,1,30,924,1185,161,8,0
faiks,faiks.txt,2309,2,6,3.649199,8426,0,0,50,868,1237,150,4,0
ficus,ficus.txt,2309,1,6,3.649199,8426,1,1,49,871,1230,154,4,0
frump,frump.txt,2309,2,6,3.649199,8426,0,0,44,865,1260,137,3,0
hunks,hunks.txt,2309,2,6,3.649199,8426,0,0,48,879,1224,151,7,0
imbos,imbos.txt,2309,2,6,3.649199,8426,0,0,51,862,1246,146,4,0
laded,laded.txt,2309,2,6,3.649199,8426,0,0,46,871,1244,143,5,0
meiko,meiko.txt,2309,2,6,3.649199,8426,0,0,52,905,1160,185,7,0
molto,molto.txt,2309,2,6,3.649199,8426,0,0,58,861,1228,157,5,0
nefie,nefie.txt,2309,2,6,3.649199,8426,0,0,55,856,1249,142,7,0
noway,noway.txt,2309,2,6,3.649199,8426,0,0,53,878,1212,158,8,0
oicks,oicks.txt,2309,2,6,3.649199,8426,0,0,42,883,1232,147,5,0
outby,outby.txt,2309,2,6,3.649199,8426,0,0,56,856,1244,148,5,0
pilei,pilei.txt,2309,2,6,3.649199,8426,0,0,39,890,1227,148,5,0
punka,punka.txt,2309,2,6,3.649199,8426,0,0,53,883,1201,165,7,0
raake,raake.txt,2309,2,6,3.649199,8426,0,0,45,895,1199,165,5,0
sided,sided.txt,2309,2,6,3.649199,8426,0,0,46,891,1208,155,9,0
uptak,uptak.txt,2309,2,6,3.649199,8426,0,0,53,866,1235,148,7,0
yarer,yarer.txt,2309,2,6,3.649199,8426,0,0,44,880,1232,148,5,0
awmry,awmry.txt,2309,2,6,3.649632,8427,0,0,51,851,1269,132,6,0
barky,barky.txt,2309,2,6,3.649632,8427,0,0,51,860,1250,143,5,0
blowy,blowy.txt,2309,2,6,3.649632,8427,0,0,48,859,1257,144,1,0
chubs,chubs.txt,2309,2,6,3.649632,8427,0,0,58,873,1203,170,5,0
debes,debes.txt,2309,2,6,3.649632,8427,0,0,42,894,1210,157,6,0
ditts,ditts.txt,2309,2,6,3.649632,8427,0,0,45,882,1221,159,2,0
goold,goold.txt,2309,2,6,3.649632,8427,0,0,55,861,1235,154,4,0
indow,indow.txt,2309,2,6,3.649632,8427,0,0,52,865,1234,156,2,0
jeans,jeans.txt,2309,2,6,3.649632,8427,0,0,38,881,1246,140,4,0
miaou,miaou.txt,2309,2,6,3.649632,8427,0,0,51,894,1187,167,10,0
mills,mills.txt,2309,2,6,3.649632,8427,0,0,43,881,1235,142,8,0
obese,obese.txt,2309,1,6,3.649632,8427,1,1,37,881,1246,139,5,0
odums,odums.txt,2309,2,6,3.649632,8427,0,0,44,893,1208,156,8,0
orris,orris.txt,2309,2,6,3.649632,8427,0,0,40,913,1178,172,6,0
plotz,plotz.txt,2309,2,6,3.649632,8427,0,0,40,881,1239,146,3,0
pross,pross.txt,2309,2,6,3.649632,8427,0,0,42,893,1212,156,6,0
sauts,sauts.txt,2309,2,6,3.649632,8427,0,0,50,889,1199,162,9,0
sayst,sayst.txt,2309,2,6,3.649632,8427,0,0,44,887,1214,162,2,0
skyed,skyed.txt,2309,2,6,3.649632,8427,0,0,36,890,1233,147,3,0
sooty,sooty.txt,2309,1,6,3.649632,8427,1,1,45,895,1196,165,7,0
tocky,tocky.txt,2309,2,6,3.649632,8427,0,0,42,876,1245,141,5,0
virga,virga.txt,2309,2,6,3.649632,8427,0,0,68,849,1221,166,5,0
yowed,yowed.txt,2309,2,6,3.649632,8427,0,0,49,858,1256,145,1,0
axles,axles.txt,2309,2,6,3.650065,8428,0,0,44,892,1206,162,5,0
boron,boron.txt,2309,2,6,3.650065,8428,0,0,62,859,1222,157,9,0
dryer,dryer.txt,2309,1,6,3.650065,8428,1,1,44,863,1260,136,5,0
glial,glial.txt,2309,2,6,3.650065,8428,0,0,59,871,1203,171,5,0
hasta,hasta.txt,2309,2,6,3.650065,8428,0,0,52,869,1230,151,7,0
hefty,hefty.txt,2309,1,6,3.650065,8428,1,1,54,855,1245,150,4,0
kagos,kagos.txt,2309,2,6,3.650065,8428,0,0,38,888,1234,142,7,0
larga,larga.txt,2309,2,6,3.650065,8428,0,0,53,881,1200,171,4,0
pilin,pilin.txt,2309,2,6,3.650065,8428,0,0,42,892,1211,160,4,0
pinky,pinky.txt,2309,1,6,3.650065,8428,1,1,53,873,1212,166,4,0
rossa,rossa.txt,2309,2,6,3.650065,8428,0,0,48,895,1190,169,7,0
tahas,tahas.txt,2309,2,6,3.650065,8428,0,0,41,886,1229,146,7,0
tanga,tanga.txt,2309,2,6,3.650065,8428,0,0,60,851,1238,157,3,0
tewed,tewed.txt,2309,2,6,3.650065,8428,0,0,57,862,1225,162,3,0
wifed,wifed.txt,2309,2,6,3.650065,8428,0,0,57,859,1231,159,3,0
abysm,abysm.txt,2309,2,6,3.650498,8429,0,0,43,866,1259,137,4,0
ankus,ankus.txt,2309,2,6,3.650498,8429,0,0,41,894,1211,157,6,0
chiko,chiko.txt,2309,2,6,3.650498,8429,0,0,49,903,1173,174,10,0
dawgs,dawgs.txt,2309,2,6,3.650498,8429,0,0,40,875,1249,142,3,0
dells,dells.txt,2309,2,6,3.650498,8429,0,0,42,887,1223,150,7,0
fille,fille.txt,2309,2,6,3.650498,8429,0,0,51,871,1226,156,5,0
fisho,fisho.txt,2309,2,6,3.650498,8429,0,0,49,883,1210,160,7,0
gaita,gaita.txt,2309,2,6,3.650498,8429,0,0,50,884,1202,169,4,0
herye,herye.txt,2309,2,6,3.650498,8429,0,0,46,880,1225,151,7,0
hokis,hokis.txt,2309,2,6,3.650498,8429,0,0,39,907,1189,170,4,0
howbe,howbe.txt,2309,2,6,3.650498,8429,0,0,43,871,1253,134,8,0
lumbi,lumbi.txt,2309,2,6,3.650498,8429,0,0,52,844,1275,135,3,0
moron,moron.txt,2309,1,6,3.650498,8429,1,1,57,882,1183,180,6,0
ouphs,ouphs.txt,2309,2,6,3.650498,8429,0,0,46,898,1191,165,9,0
ragas,ragas.txt,2309,2,6,3.650498,8429,0,0,51,874,1222,155,7,0
rally,rally.txt,2309,1,6,3.650498,8429,1,1,52,861,1242,145,8,0
roops,roops.txt,2309,2,6,3.650498,8429,0,0,55,866,1225,157,6,0
scull,scull.txt,2309,2,6,3.650498,8429,0,0,40,893,1213,160,3,0
seven,seven.txt,2309,1,6,3.650498,8429,1,1,60,870,1198,174,6,0
tozes,tozes.txt,2309,2,6,3.650498,8429,0,0,32,900,1224,149,4,0
tutes,tutes.txt,2309,2,6,3.650498,8429,0,0,55,875,1205,170,4,0
yodhs,yodhs.txt,2309,2,6,3.650498,8429,0,0,45,886,1217,153,8,0
young,young.txt,2309,1,6,3.650498,8429,1,1,36,902,1208,154,8,0
zaris,zaris.txt,2309,2,6,3.650498,8429,0,0,45,872,1243,143,6,0
bogus,bogus.txt,2309,2,6,3.650931,8430,0,0,61,856,1225,162,5,0
ceric,ceric.txt,2309,2,6,3.650931,8430,0,0,42,903,1190,167,7,0
costs,costs.txt,2309,2,6,3.650931,8430,0,0,43,886,1219,156,5,0
deeps,deeps.txt,2309,2,6,3.650931,8430,0,0,50,866,1239,148,6,0
easts,easts.txt,2309,2,6,3.650931,8430,0,0,51,879,1212,159,8,0
fakes,fakes.txt,2309,2,6,3.650931,8430,0,0,43,855,1280,127,4,0
hying,hying.txt,2309,2,6,3.650931,8430,0,0,49,865,1245,143,7,0
jolts,jolts.txt,2309,2,6,3.650931,8430,0,0,42,866,1261,136,4,0
kaury,kaury.txt,2309,2,6,3.650931,8430,0,0,42,885,1224,153,5,0
mifty,mifty.txt,2309,2,6,3.650931,8430,0,0,53,850,1260,142,4,0
naevi,naevi.txt,2309,2,6,3.650931,8430,0,0,55,852,1252,144,6,0
nitta,nitta.txt,2309,2,6,3.650931,8430,0,0,60,867,1208,167,7,0
oskin,oskin.txt,2309,2,6,3.650931,8430,0,0,41,893,1211,159,5,0
ryked,ryked.txt,2309,2,6,3.650931,8430,0,0,36,884,1242,144,3,0
smaze,smaze.txt,2309,2,6,3.650931,8430,0,0,50,872,1232,144,11,0
sorgo,sorgo.txt,2309,2,6,3.650931,8430,0,0,47,885,1209,163,5,0
taiga,taiga.txt,2309,2,6,3.650931,8430,0,0,57,881,1186,181,4,0
tasty,tasty.txt,2309,1,6,3.650931,8430,1,1,54,863,1225,164,2,0
vower,vower.txt,2309,2,6,3.650931,8430,0,0,54,865,1226,161,3,0
wight,wight.txt,2309,1,6,3.650931,8430,1,1,52,856,1246,151,3,0
woken,woken.txt,2309,1,6,3.650931,8430,1,1,49,881,1209,162,7,0
yechs,yechs.txt,2309,2,6,3.650931,8430,0,0,40,889,1220,157,3,0
yrivd,yrivd.txt,2309,2,6,3.650931,8430,0,0,41,879,1239,145,5,0
zeros,zeros.txt,2309,2,6,3.650931,8430,0,0,38,901,1203,163,4,0
avoid,avoid.txt,2309,1,6,3.651364,8431,1,1,63,870,1190,176,9,0
bokeh,bokeh.txt,2309,2,6,3.651364,8431,0,0,39,888,1225,153,4,0
chews,chews.txt,2309,2,6,3.651364,8431,0,0,50,888,1194,171,6,0
cobot,cobot.txt,2309,2,6,3.651364,8431,0,0,56,863,1225,160,5,0
cosec,cosec.txt,2309,2,6,3.651364,8431,0,0,37,894,1216,161,1,0
exist,exist.txt,2309,1,6,3.651364,8431,1,1,45,892,1197,168,6,0
gryke,gryke.txt,2309,2,6,3.651364,8431,0,0,36,882,1244,145,2,0
hoots,hoots.txt,2309,2,6,3.651364,8431,0,0,54,870,1218,161,6,0
icier,icier.txt,2309,2,6,3.651364,8431,0,0,47,899,1181,176,6,0
jones,jones.txt,2309,2,6,3.651364,8431,0,0,40,882,1233,151,3,0
lamas,lamas.txt,2309,2,6,3.651364,8431,0,0,47,877,1226,152,7,0
mocks,mocks.txt,2309,2,6,3.651364,8431,0,0,48,867,1238,154,2,0
pouks,pouks.txt,2309,2,6,3.651364,8431,0,0,43,895,1201,164,6,0
serer,serer.txt,2309,2,6,3.651364,8431,0,0,49,888,1198,167,7,0
sexto,sexto.txt,2309,2,6,3.651364,8431,0,0,37,900,1210,155,7,0
takhi,takhi.txt,2309,2,6,3.651364,8431,0,0,42,877,1238,148,4,0
ticky,ticky.txt,2309,2,6,3.651364,8431,0,0,45,884,1214,163,3,0
tozed,tozed.txt,2309,2,6,3.651364,8431,0,0,38,874,1254,141,2,0
truth,truth.txt,2309,1,6,3.651364,8431,1,1,56,893,1163,189,7,0
umiac,umiac.txt,2309,2,6,3.651364,8431,0,0,55,857,1242,148,7,0
unked,unked.txt,2309,2,6,3.651364,8431,0,0,42,887,1218,158,4,0
vinyl,vinyl.txt,2309,1,6,3.651364,8431,1,1,43,866,1254,140,5,0
aulas,aulas.txt,2309,2,6,3.651797,8432,0,0,50,885,1200,167,7,0
axils,axils.txt,2309,2,6,3.651797,8432,0,0,45,878,1228,152,6,0
banky,banky.txt,2309,2,6,3.651797,8432,0,0,49,867,1237,151,5,0
colic,colic.txt,2309,2,6,3.651797,8432,0,0,41,884,1227,152,5,0
datto,datto.txt,2309,2,6,3.651797,8432,0,0,52,860,1243,148,6,0
fidus,fidus.txt,2309,2,6,3.651797,8432,0,0,45,867,1249,143,5,0
frorn,frorn.txt,2309,2,6,3.651797,8432,0,0,43,881,1227,153,5,0
fundi,fundi.txt,2309,2,6,3.651797,8432,0,0,51,841,1285,125,7,0
fusty,fusty.txt,2309,2,6,3.651797,8432,0,0,49,874,1223,158,5,0
glyph,glyph.txt,2309,1,6,3.651797,8432,1,1,45,848,1283,127,5,0
